106,accordion,n.手风琴;adj.可折叠的,[ə'kɔːdiən]
107,accost,"v.招呼,搭讪,勾引",[ə'kɔst]
108,account,"n.账目,估计,原因,记录,算账;v.解释,认为",[ə'kaunt]
109,accountability,"n.有责任,有义务",[əkauntə'biliti]
110,accountable,"adj.有责任的,可说明的,可解释的",[ə'kauntəbl]
111,accountant,"n.会计员,会计师",[ə'kauntənt]
112,accoutre,"vt.供以服装,供以军用品,装备",[ə'kuːtə]
113,accredit,"v.信任,授权,归于,委任",[ə'kredit]
114,accretion,"n.增大,添加,添加物",[æ'kriːʃən]
115,accrue,"vi.自然增加,生",[ə'kruː]
116,accumulate,"v.积聚,堆积",[ə'kjuːmjuleit]
117,accumulation,"n.积聚,累积,积聚物",[əkjuːmju'leiʃən]
118,accuracy,"n.精确,正确",['ækjurəsi]
119,accurate,"adj.正确的,精确的",['ækjurit]
120,accurately,"adv.正确地,精确地",['ækjuritli]
121,accusation,"n.控告,指控,非难",['ækjuæːɔ'zeiʃən]
122,accusatory,"adj.非难的,问罪的,控诉的",[ə'kjuːzətəri]
123,accuse,"v.责备,控告,谴责",[ə'kjuːz]
124,accustom,v.使习惯,[ə'kʌstəm]
125,acerbity,"n.涩,酸,刻薄",[ə'səːbiti]
126,acetic,"adj.醋的,酸的",[ə'siːtik]
127,achieve,v.完成,[ə'tʃiːv]
128,achievement,"n.成就,完成,功业",[ə'tʃiːvmənt]
129,acid,"n.酸,酸类物质;adj.酸的,讽刺的",['æsid]
130,acidic,adj.产生酸的,[ə'sidik]
131,acidity,"n.酸味,酸性",[ə'siditi]
132,acidulous,"adj.多少带酸味的,不和悦的,尖刻的",[ə'sidjuləs]
133,acknowledge,"v.承认,答谢,认知",[ək'nɔlidʒ]
134,acknowledgement,"n.承认,确认,感谢,收到的通知",[ək'nɔlidʒmənt]
135,acme,"n.顶点,极致",['ækmi]
136,acne,"n.痤疮,粉刺",['ækni]
137,acorn,"n.橡实,橡子",['eikɔːn]
138,acoustic,"adj.听觉的,声学的,音响学的",[ə'kuːstik]
139,acoustical,"adj.听觉的,声学的",[ə'kuːstikl]
140,acoustically,"adv.听觉上,声音上,声学上","[ə'kuːstikəli,-'kaus-]"
141,acquaint,"v.使熟知,通知",[ə'kweint]
142,acquaintance,"n.相识者,熟悉",[ə'kweintəns]
143,acquiesce,"v.默许,勉强同意",['ækwi'es]
144,acquiescence,"n.默许,默认,无可奈何的同意",[ækwi'esns]
145,acquiescent,"adj.默许的,默认的,默从的",[ækwi'esnt]
146,acquire,"v.获得,学到",[ə'kwaiə]
147,acquisition,"n.获得,添加物品",['ækwi'ziʃən]
148,acquisitive,"adj.想获得的,贪得的",[ə'kwizitiv]
149,acquittal,"n.履行,开释,释放",[ə'kwitl]
150,acrid,"adj.苦味的,辛辣的,尖刻的",['ækrid]
151,acrimonious,"adj.严厉的,辛辣的,刻毒的",[ækri'məuniəs]
152,acrimony,"n.严厉,辛辣,刻毒",['ækrə'məuni]
153,acronym,"n.缩写字,字头语",['ækrənim]
154,acrophobia,n.恐高症,[ækrə'fəubiə]
155,acropolis,"n.城堡,雅典的卫城",[ə'krɔpəlis]
156,activate,"v.刺激,使活动,创设",['æktiveit]
157,actively,"adv.活跃地,积极地",['æktivli]
158,activism,"n.实践主义,能动主义",['æktivizm]
159,activist,n.活跃分子,['æktivist]
160,activity,"n.活动,动作,活力",[æk'tiviti]
161,actuality,"n.实在,现实,现状",[æktʃu'æliti]
162,actualize,"v.实现,实行,实施",['æktʃuəlaiz]
163,actually,"adv.事实上,如今,现在",['æktjuəli]
164,actuarial,"adj.保险统计师的,保险统计的",[æktʃu'εəriəl]
165,actuate,"v.开动,促使,激励",['æktʃueit]
166,acuity,"n.敏锐,激烈,苛刻",[ə'kjuːiti]
167,acumen,"n.敏锐,聪明",[ə'kjuːmən]
168,acute,"adj.敏锐的,激烈的,尖锐的,严重的",[ə'kjuːt]
169,acutely,"adv.尖锐地,剧烈地",[ə'kjuːtli]
170,adage,"n.古话,格言,谚语",['ædidʒ]
171,adamant,n.坚硬的东西;adj.非常坚硬的,['ædəmənt]
172,adapt,"vt.使适应,改编;vi.适应",[ə'dæpt]
173,adaptability,n.适应性,[ə'dæptə'biliti]
174,adaptable,"adj.能适应的,可修改的",[ə'dæptəbl]
175,adaptation,"n.改编,适应,改编成的作品",['ædæp'teiʃən]
176,adaptive,"adj.适合的,适应的,能适应的",[ə'dæptiv]
177,addendum,"n.附录,附加物",[ə'dendəm]
178,addict,"v.使沉溺,使上瘾;n.上瘾者",[ə'dikt]
179,addiction,"n.沉溺,上瘾",[ə'dikʃən]
180,addictive,adj.上瘾的,[ə'diktiv]
181,addition,"n.附加,增加,加法",[ə'diʃən]
182,additional,"adj.附加的,另外的",[ə'diʃənl]
183,additive,"adj.添加的;n.添加物,加法",['æditiv]
184,addle,"vt.使腐坏,使混乱;vi.变坏;adj.腐坏的,混乱的",['ædl]
185,adept,"adj.熟练的,老练的;n.名手,专家",[ə'dεpt]
186,adeptness,"n.熟练,老练,纯熟",['ædeptnis]
187,adequate,"adj.适当的,足够的",['ædikwit]
188,adequately,"adv.足够地,充分地,适当地",['ædikwitli]
189,adhere,"v.依附,粘着,坚持",[əd'hiə]
190,adherence,"n.依附,固执",[əd'hiərəns]
191,adherent,"adj.附着的,固守的;n.党徒",[əd'hiərənt]
192,adhesive,"adj.粘着的,有黏性的;n.黏剂",[əd'hiːsiv]
193,adjacent,"adj.毗连的,邻近的,接近的",[ə'dʒeisənt]
194,adjoin,"v.邻接,毗连",[ə'dʒɔin]
195,adjudicate,"v.判决,宣判,裁定",[ə'dʒuːdikeit]
196,adjunct,"n.附属物,附件,修饰语;adj.附属的",['ædʒʌŋkt]
197,adjust,"vt.调整,使适应于,校准;vi.调整,校准",[ə'dʒʌst]
198,ad-lib,"v.临时穿插,信口说出,即兴讲演",[æd'lib]
199,administer,"vt.管理,治理,执行;vi.管理,有助于",[əd'ministə]
200,administrative,"adj.管理的,行政的",[əd'ministrətiv]
201,administrator,"n.管理人,行政官",[əd'ministreitə]
202,admiral,"n.舰队司令,海军上将,旗舰",['ædmərəl]
203,admiration,"n.赞赏,钦佩,赞赏的对象",['ædmə'reiʃən]
204,admire,"v.赞美,钦佩,喜欢,爱慕",[əd'maiə]
205,admirer,"n.钦佩者,仰慕者,求爱者",[əd'maiərə]
206,admittedly,"adv.公认地,显然",[əd'mitidli]
207,admonish,"v.劝告,训诫,告诫",[əd'mɔniʃ]
208,admonition,"n.警告,劝告,训诫",[ædmə'niʃən]
209,adobe,n.砖坯,[ə'dəub]
210,adolescence,n.青春期,['ædəu'lesns]
211,adolescent,"adj.青春期的,青年的;n.青少年",[ædə'lesənt]
212,adopt,"v.采用,收养,接受",[ə'dɔpt]
213,adoption,"n.采用,采纳,收养",[ə'dɔpʃən]
214,adorable,"adj.可崇拜的,值得敬慕的,可爱的",[ə'dɔːrəbl]
215,adore,"v.崇拜,爱慕,喜爱",[ə'dɔː]
216,adorn,"v.装饰,佩戴",[ə'dɔːn]
217,adornment,"n.装饰,装饰品",[ə'dɔːnmənt]
218,adroit,"adj.熟练的,敏捷的",[ə'drɔit]
219,adroitly,"adv.熟练地,敏捷地",[ə'drɔitli]
220,adulation,"n.谄媚,奉承,阿谀",[ædju'leiʃən]
221,adulatory,"adj.谄媚的,奉承的,阿谀的",['ædjulətəri]
222,adulterate,vt.掺杂adj.掺假的,[ə'dʌltəreit]
223,adulthood,n.成人期,[ə'dʌlthud]
224,advancement,"n.前进,进步",[əd'vaːnsmənt]
225,advantageous,"adj.有利的,有益的,方便的",['ædvən'teidʒəs]
226,advent,"n.来到,来临,耶稣降临时",['ædvənt]
227,adventitious,"adj.偶然的,外来的",[ædven'tiʃəs]
228,adventurer,"n.冒险家,投机者",[əd'ventʃərə]
229,adventurous,"adj.喜欢冒险的,大胆的,惊险的",[əd'ventʃərəs]
230,adversarial,adj.对手的，敌手的；对抗的,[ædvə'sεəriəl]
231,adversary,"n.敌手,对手",['ædvəsəri]
232,adverse,"adj.不利的,敌对的,相反的,逆的,不幸的",['ædvəːs]
233,adversity,"n.不幸,灾祸",[əd'vəːsiti]
234,advert,"v.注意,留意,言及;n.广告",['ædvəːt]
235,advertise,"v.做广告,通知;v.做广告",['ædvətaiz]
236,advertiser,"vt.广告者;vi广告客户",['ædvətaizə]
237,advisable,"adj.适当的,明智的",[əd'vaizəbl]
238,adviser,"n.顾问,指导教授,劝告者",[əd'vaizə]
239,advocacy,"n.拥护,支持,鼓吹",['ædvəkəsi]
240,advocate,"n.提倡者,拥护者;v.主张,提倡",['ædvəkit]
241,aeon,"n.永世,无数的年代",['iːən]
242,aerate,"v.使暴露于空气中,使充满气体",['eiəreit]
243,aerial,"adj.空中的,航空的,空想的,空气的",['εəriəl]
244,aerie,"n.鹰巢,高处的房子,高处的城堡",['εəri]
245,aerodynamic,adj.空气动力,"[`εərəudai'næmik,-kəl]"
246,aeronautic,adj.航空的,[εərə'nɔːtik]
247,aerosol,n.烟雾,['εərəsɔl]
248,aerospace,n.航空宇宙,['εərəuspeis]
249,aesthete,"n.审美家,唯美主义者",['esθiːt]
250,aesthetic,"adj.美学的,审美的,有美感",[iːs'θetik]
251,aesthetically,"adv.审美地,美学观点上地",[iːs'θetikəli]
252,aesthetician,"n.美学家,美学批评家",[iːsθi'tiʃən]
253,affability,"n.和蔼,殷勤,亲切",[æfə'biliti]
254,affable,"adj.和蔼可亲的,友善的,殷勤的",['æfəbl]
255,affect,"v.影响,假装,倾向于,感动;n.感情",[ə'fekt]
256,affectation,"n.假装,虚饰,做作",[æfek'teiʃən]
257,affection,"n.爱,情感,影响,病",[ə'fekʃən]
258,affectionate,"adj.情深的,充满情爱的",[ə'fekʃnit]
259,affective,adj.情感的,[ə'fektiv]
260,affidavit,"n.口供,宣誓书",[æfi'deivit]
261,affiliate,"v.附属,接纳;v.有关",[ə'filieit]
262,affiliation,"n.加入,联盟,友好关系",[əfili'eiʃən]
263,affinity,"n.密切关系,强烈的吸引力",[ə'finiti]
264,affirm,"v.断言,确认,肯定",[ə'fəːm]
265,affirmation,"n.肯定,断言,主张",[æfə'meiʃən]
266,affirmative,"adj.肯定的,正面的;n.肯定语",[ə'fəːmətiv]
267,affix,"vt.使附于,署名,粘贴",[ə'fiks]
268,afflict,"v.使痛苦,折磨",[ə'flikt]
269,affliction,"n.痛苦,苦恼,苦难",[ə'flikʃən]
270,affluence,"n.富裕,富足,流入",['æfluəns]
271,affluent,"adj.丰富的,富裕的;n.支流",['æfluənt]
272,affordable,adj.提供得起的,[ə'fɔːdəbl]
273,affront,"n.侮辱;v.侮辱,冒犯,面对",[ə'frʌnt]
274,afoot,"adj.徒步的,在准备中,在进行中的",[ə'fut]
275,afterglow,"n.晚霞,夕照",['αːftəgləu]
276,aftermath,"n.结果,后果",['αːftəmæθ]
277,afterward,"adv.然后,后来",['aːftəwədæzɔ]
278,agency,"n.代理,媒介,经销商",['eidʒənsi]
279,agenda,"n.议程,应办事项",[ə'dʒendə]
280,agent,n.代理商,['eidʒənt]
281,agglomeration,"n.结块,凝聚,块",[əglɔmə'reiʃən]
282,aggrandize,"v.增加,夸大",[ə'grændaiz]
283,aggravate,"v.使恶化,使更严重,加重",['ægrəveit]
284,aggravation,"n.更恶化,加厉,恼怒",[ægrə'veiʃən]
285,aggregate,"n.合计,总计,集合体;adj.聚合的;vt/vi.聚集",['ægrigeit]
286,aggregation,"n.集合,聚合,集合体",[ægri'geiʃən]
287,aggression,"n.进攻,侵略",[ə'greʃən]
288,aggressive,"adj.侵略的,攻击性的,进取的",[ə'gresiv]
289,aggressor,"n.侵略者,侵略国,攻击者",[ə'gresə]
290,aghast,"adj.惊骇的,吓呆的",[ə'gaːst]
291,agile,"adj.敏捷的,灵活的,轻快的",['ædʒail]
292,agility,"n.敏捷,灵活,轻快",[ə'dʒiləti]
293,agitate,"vt.使摇动,骚动;vi.鼓动",['ædʒiteit]
294,agitation,"n.激动,兴奋,煽动",['ædʒi'teiʃən]
295,agnostic,n.不可知论者,[æg'nɔstik]
296,agonize,"v.使苦恼,折磨;v.感到痛苦",['ægənaiz]
297,agrarian,"adj.有关土地的,耕地的",[ə'grεəriən]
298,agreeable,"adj.愉快的,和蔼可亲的,同意的",[ə'griəbl]
299,ague,"n.疟疾,打冷颤,发冷",['eigjuː]
300,ahistorical,adj.与历史无关的,"['eihis'tɔrik,-kəl]"
301,ailment,"n.小病,疾病",['eilmənt]
302,aimless,"adj.无目的的,没有目标的",['eimlis]
303,airborne,"adj.空运的,空中传播的,空降的",['εəbɔːn]
304,airliner,"n.定期班机,客机",['εəlainə]
305,airy,"adj.空气的,幻想的,轻快的",['εəri]
306,aisle,"n.走廊,侧廊",[ail]
307,akin,"adj.血族的,同族的,同种的",[ə'kin]
308,alacrity,"n.敏捷,轻快,乐意",[ə'lækriti]
309,albeit,"n.纵令…,虽然…,虽则,即使,不论",[ɔːl'biːit]
310,alchemy,n.炼金术,['ælkimi]
311,alcoholic,"n.酒鬼,酒精中毒的人;adj.酒精性的",['ælkə'hɔlik]
312,alcove,"n.凹室,壁橱,小亭",['ælkəuv]
313,alder,n.赤杨,['ɔːldə]
314,alert,"adj.警觉的,留心的;n.警报;vt.使警觉",[ə'ləːt]
315,alertness,"n.警戒,机敏",[ə'ləːtnis]
316,alga,"n.藻类,海藻",['ælgə]
317,algebra,n.代数学,['ældʒibrə]
318,alias,"n.别名,化名;adv.别名,化名",['eiliæs]
319,alien,"n.外侨;adj.外国的,相异的",['eiljən]
320,alienate,"v.使疏远,离间,让与",['eiljəneit]
321,alienation,"n.疏远,离间,割让",[eiljə'neiʃən]
322,alight,"v.落下,偶然发现;adj.点着的",[ə'lait]
323,align,"v.排列,排成一行,结盟",[ə'lain]
324,alignment,"n.队列,结盟,校直",[ə'lainmənt]
325,alike,"adj.相似的,同样的;adv.一样",[ə'laik]
326,alimentary,"adj.食物的,滋养的",[æli'mentəri]
327,alimony,n.赡养费,['æliməni]
328,allay,"vt.使镇静,使缓和",[ə'lei]
329,allegation,"n.断言,主张,辩解",[æli'geiʃən]
330,allege,"v.宣称,申述,主张,断言",[ə'ledʒ]
331,allegiance,"n.忠贞,效忠",[ə'liːdʒəns]
332,allegory,n.寓言,['æligəri]
333,allergy,"n.敏感症,反感,厌恶",['ælədʒi]
334,alleviate,"v.减轻,使缓和",[ə'liːvieit]
335,alley,"n.小路,巷",['æli]
336,alliance,"n.联盟,联合",[ə'laiəns]
337,alliteration,n.头韵,[əlitə'reiʃən]
338,allocate,"v.分派,分配",['ælə'keit]
339,allotment,"n.分配,配给的土地,命运",[ə'lɔtmənt]
340,allowance,"n.津贴,零用钱允许;v.定量供应",[ə'lauəns]
341,alloy,"n.合金;v.使成合金,搀以劣质","['ælɔi,ə'lɔi]"
342,all-pervasive,adj.全能的,['ɔːlpə'veisiv]
343,allude,"v.暗示,提及",[ə'luːd]
344,allure,"v.引诱,吸引;n.魅力,诱惑力",[ə'ljuə]
345,allusion,"n.提及,暗示",[ə'luːʒən]
346,ally,"n.盟友,同盟国;vt.联盟,联合","['ælai,ə'lai]"
347,almanac,"n.年鉴,历书",['ɔːlmənæk]
348,alms,"n.捐献,救济金,救济品",[αːmz]
349,aloft,"adv.在高处,在上",[ə'lɔft]
350,aloof,"adj.疏远的,冷淡的;adv.远离,离开",[ə'luːf]
351,alp,n.高山,[ælp]
352,altar,"n.神坛,祭坛",['ɔːltə]
353,alter,v.改变,['ɔːltə]
354,alteration,"n.变更,改造",['ɔːltə'reiʃən]
355,altercation,"n.争论,口角",[ɔːltə'keiʃən]
356,alternate,"adj.交互的,轮流的;v.轮流,交替",[ɔːl'təːnit]
357,alternately,"adv.交替地,隔一个地",[ɔːl'təːnitli]
358,alternation,"n.交互,轮流,隔一个",[ɔːltə'neiʃən]
359,alternative,"n.二中择一,变通办法;adj.二中择一的",[ɔːl'təːnətiv]
360,alternatively,"adv.二者择一地,作为选择",[ɔːl'təːnətivli]
361,altruism,"n.利他主义,利他",['æltru'izəm]
362,altruistic,"adj.利他的,无私心的",[æltru'istik]
363,aluminum,n.铝,['ælju'minjəm]
364,alumnus,"n.男毕业生,男校友",[ə'lʌmnəs]
365,amalgam,"n.汞合金,汞齐",[ə'mælgəm]
366,amalgamate,"v.使与汞混合,合并",[ə'mælgəmeit]
367,amalgamation,"n.与汞混合,融合,合并",[əmælgə'meiʃən]
368,amare,"n.爱,喜爱,尊重的力量",[aː'maːre]
369,amass,"v.收集,积聚",[ə'mæs]
370,amateur,"n.业余技艺家,爱好者",['æmətəː]
371,amateurish,"adj.业余的,非专门的,不熟练的",[æmə'təːriʃ]
372,amaze,v.使吃惊,[ə'meiz]
373,amazement,"n.惊愕,惊异",[ə'meizmənt]
374,ambassador,n.大使,[æm'bæsədə]
375,ambiance,"n.环境,气氛(又写作ambience)",['æmbiəns]
376,ambidextrous,"adj.两手俱利的,怀有二心的",[æmbi'dekstrəs]
377,ambience,"n.(C)(文语)⑴环境,周围,周遭;⑵气氛",['æmbiəns]
378,ambient,adj.周围的,['æmbiənt]
379,ambiguity,"n.不明确,含糊,暧昧",[æmbi'gjuːiti]
380,ambiguous,"adj.暧昧的,不明确的",[æm'bigjuəs]
381,ambition,"n.野心,志气",[æm'biʃən]
382,ambitious,"adj.有野心的,抱负不凡的,雄心勃勃的",[æm'biʃəs]
383,ambivalence,n.正反感情并存,['æmbi'veiləns]
384,ambivalent,"adj.矛盾的,好恶相克的",[æm'bivələnt]
385,amble,"n.溜蹄,缓行漫步;v.缓行,溜蹄",['æmbl]
386,ambulatory,adj.⑴步行的;移步用的;⑵移动性的,['æmbjulətəri]
387,ambush,"n.埋伏,伏兵,伏击v.埋伏,伏击;vi.埋伏",['æmbuʃ]
388,ameliorate,"v.改善,改良,变好",[ə'miːljəreit]
389,amenable,"adj.应服从的,会接纳的,有义务的",[ə'miːnəbl]
390,amend,"v.修正,改善,改良;v.改过自新",[ə'mend]
391,amendment,"n.改善,改良,改正",[ə'mendmənt]
392,amenity,"n.适意,温和,礼仪",[ə'miːniti]
393,amiable,"adj.亲切的,和蔼可亲的",['eimjəbl]
394,amicability,"n.友善,亲善",[æmikə'biliti]
395,amicable,"adj.友善的,和平的",['æmikəbl]
396,amid,"prep.在其间,在其中",[ə'mid]
397,amidst,prep.在…当中,[ə'midst]
398,amino,adj.[化学]氨基的,"['æminəu,ə'miːnəu]"
399,amiss,"adj.有毛病的,出差错的;adv.有毛病",[ə'mis]
400,amity,"n.友好,亲善关系",['æmiti]
401,amnesia,"n.健忘症,记忆缺失",[æm'niːzjə]
402,amnesty,"n.大赦,特赦",['æmnesti]
403,amoral,"adj.与道德无关的,超道德的",[ei'mɔːrəl]
404,amorous,"adj.多情的,表示爱情的,恋爱的",['æmərəs]
405,amorphous,"adj.无定形的,无组织的",[ə'mɔːfəs]
406,amount,"n.数量,总额;v.总计,等于",[ə'maunt]
407,amphibian,"adj.两栖类的,水陆两用的;n.两栖动物",[æm'fibiən]
408,amphitheater,"n.圆形剧场,斗技场,似圆形剧场的处所",['æmfiθiːətə]
409,ample,"adj.充足的,丰富的",['æmpl]
410,amplification,"adj.扩大的,充足的,丰富的",[æmplifi'keiʃən]
411,amplify,"v.扩大,详述,使增幅;v.引伸",['æmplifai]
412,amplitude,"n.广阔,充足,增幅",['æmplitjuːd]
413,amputate,"v.切断,删除",['æmpjuteit]
414,amputation,"n.切断,切断手术",[æmpju'teiʃən]
415,amulet,n.护身符,['æmjulit]
416,amuse,"v.消遣,娱乐,使发笑",[ə'mjuːz]
417,anachronism,"n.时代错误,不合潮流的人(物)",[ə'nækrə'nizəm]
418,anachronistic,adj.时代错误的,[ənækrə'nistik]
419,analgesic,"adj.止痛的,不痛的;n.止痛剂",[ænæl'dʒiːzik]
420,analogous,"adj.类似的,相似的",[ə'næləgəs]
421,analogue,"n.类似物,相似体",['ænəlɔg]
422,analogy,"n.相似,类似",[ə'nælədʒi]
423,analysis,n.分析,[ə'næləsis]
424,analyst,"n.分析家,分解者,分析者",['ænəlist]
425,analytical,"adj.分析的,解析的",[ænə'litikl]
426,analyze,"v.分析,分解",['ænəlaiz]
427,anarchism,n.无政府主义,['ænəkizm]
428,anarchist,n.无政府主义者,['ænəkist]
429,anarchistic,adj.无政府主义的,[ænə'kistik]
430,anarchy,"n.无政府状态,混乱",['ænəki]
431,anathema,"n.咒逐,逐出教门,被咒逐的人(物)",[ə'næθimə]
432,anatomist,n.解剖学家,[ə'nætəmist]
433,anatomy,"n.剖析,解剖学,骨骸",[ə'nætəmi]
434,ancestor,"n.祖先,祖宗",['ænsistə]
